HJD_UTC	rel_flux_T1
2460762.5596180325	0.1123001377354126
2460762.561033719	0.1210400572352411
2460762.5624494874	0.1076962837236898
2460762.563864618	0.0984880740390377
2460762.56527997	0.1046118176975392
2460762.566694788	0.0972013673980877
2460762.568110649	0.0995187574699229
2460762.5695256535	0.1084977400267089
2460762.5709405993	0.1029447571375052
2460762.5723562287	0.1003183298310524
2460762.5737711745	0.1287076813306186
2460762.575186283	0.1343356164718889
2460762.5766011826	0.0918972487180146
2460762.5780162215	0.0971833324204821
2460762.579430913	0.1056882556273713
2460762.5822616387	-0.0097689678885622
2460762.5836765384	0.027083268255891
2460762.585092573	0.0940139929477527
2460762.586508144	0.1142831595314069
2460762.587923912	0.1093893372125654
2460762.5893388237	0.1204040022620321
2460762.5907535036	0.1160303724921284
2460762.592168878	0.0817886997809868
2460762.593584218	0.0861775365179522
2460762.594999222	0.0757781257530228
2460762.5964147937	0.0801588171560334
2460762.59782967	0.0784239468830182
2460762.599245253	0.0950388903334854
2460762.6006604885	0.0940777163417979
2460762.602075504	0.0998131351536178
2460762.603490589	0.0977087176542712
2460762.604905987	0.1063867818771672
2460762.6063214545	0.1141597172309586
2460762.6077366085	0.1406148909748374
2460762.609151393	0.183728281110254
2460762.610566617	0.1219726351339758
2460762.6119813784	0.1011778826917385
2460762.6133968686	0.1054524330614801
2460762.61481259	0.0927469629653559
2460762.616227513	0.0941990390786137
2460762.6190575683	0.1073851272864527
2460762.62047329	0.1027172187142653
2460762.621887796	0.0906196294573832
2460762.6233028118	0.1283504416146411
2460762.6247180826	0.1248251163668842
2460762.6261331444	0.0881682075196638
2460762.6275478364	0.0852532318538696
2460762.628962852	0.0640694485704613
2460762.6303777983	0.1080778499726734
2460762.631793138	0.1006209622148953
2460762.6332087903	0.1084812784035843
2460762.6346235746	0.1089358459385273
2460762.636103071	0.1046821394163448
2460762.637519093	0.069714360572981
2460762.6389338425	0.0811199178365731
2460762.640348939	0.0781599238774792
2460762.641763886	0.077170839317049
2460762.6431785775	0.065302568058894
2460762.644593825	0.075560362932142
2460762.6460093963	0.0939333471794136
2460762.647425222	0.109684986808071
2460762.6488410598	0.1121079229954965
2460762.6502558906	0.1414249851675296
2460762.6516706864	0.1297407526371926
2460762.6530860728	0.1338489328755088
2460762.654501054	0.1217333127371421
2460762.6559162433	0.1217462878734259
2460762.6573309815	0.1048220416624814
2460762.6587463906	0.0945029004383127
2460762.6601614757	0.1024476188361827
2460762.661576619	0.1093123415286813
2460762.66299182	0.1001398733482669
2460762.6644071713	0.1089400571312462
2460762.665822095	0.1040579461276583
2460762.6672371915	0.1192683638161332
2460762.6686526593	0.1110004850349858
2460762.670067837	0.1087380033955452
2460762.6714827837	0.1066160331691675
2460762.6795811267	0.1010567564492326
2460762.6809958993	0.0881860885115899
2460762.682410869	0.0885755781999866
2460762.6838261625	0.0925380376544983
2460762.6866561486	0.0339304848188805
2460762.6880710716	0.1166162771477836
2460762.6894860063	0.1049783031150272
2460762.6909009647	0.134351867642948
2460762.6923159803	0.1334875047632351
2460762.6937308116	0.1067583974905533
2460762.695145457	0.1109578517878121
2460762.696561121	0.1173132361549098
2460762.6979758707	0.1054804572680078
2460762.699390574	0.0929092047572535
2460762.700805208	0.0990677209398852
2460762.7022203743	0.1000387351809935
2460762.703635321	0.1028010347034326
2460762.705050626	0.1111059358993293
2460762.706465735	0.1172084172758484
2460762.7078806814	0.1245448338025676
2460762.7092958707	0.1252467869752899
2460762.710711165	0.1197964184149133
2460762.7135435576	0.0997183327402598
